"","year","port","hake_sable_kg","salm_sable_kg"
"470",2008,"Bodega Bay",447619.1692513,233976.436743855
"471",2008,"Bolinas",446557.129629208,276162.373255192
"472",2008,"Brookings",160143.904996554,36363.307596814
"473",2008,"Cannon Beach",307820.873580225,90681.1791622226
"474",2008,"Coos Bay",270328.564298574,52369.426538197
"475",2008,"Copalis Beach",172545.701450342,32080.3408930286
"476",2008,"Crescent City",125471.266467937,40884.7495299987
"477",2008,"Dana Point",11145.3413976286,1236.02304583228
"478",2008,"Depoe Bay",320441.893960955,102132.826114606
"479",2008,"Eureka",112614.663661154,25323.2645808188
"480",2008,"Everett",57409.6567969037,0
"481",2008,"Fields Landing",114299.014525415,23219.0152852827
"482",2008,"Florence",309246.93258433,129638.222593995
"483",2008,"Fort Bragg",361680.041274013,34535.2787341959
"484",2008,"Friday Harbor",52207.7203655651,0
"485",2008,"Gearhart - Seaside",297516.808087839,85832.1839433672
"486",2008,"Gold Beach",217641.974809403,31849.2614689313
"487",2008,"Grays Harbor",182083.157728006,25375.3201529885
"488",2008,"Chinook",254213.345077418,67029.9986461713
"489",2008,"La Conner",48643.4611422462,0
"490",2008,"La Push",101731.119523618,28873.4182547155
"491",2008,"Long Beach",19719.3893614958,1624.01326277852
"492",2008,"Monterey",437829.294619734,43620.721227111
"493",2008,"Morro Bay",128355.916832885,48561.5403979539
"494",2008,"Moss Landing",441710.954335454,45484.1668344221
"495",2008,"Neah Bay",66854.8262887309,16814.5963028886
"496",2008,"Nehalem Bay",316676.580439483,94829.3530389913
"497",2008,"Netarts Bay",323005.112729577,94297.373854298
"498",2008,"Newport",319302.201788249,121402.098376372
"499",2008,"Newport Beach",14349.6689622421,1346.64978097058
"500",2008,"OTHER OR UNKNOWN CALIFORNIA PORTS",342473.473080537,26474.2993033311
"501",2008,"Oakland",438141.89390951,124754.355379185
"502",2008,"Oceanside",5683.69012853927,843.711916820158
"503",2008,"Olympia",164680.60683608,0
"504",2008,"Other Columbia River Ports",263424.816162429,71853.2976325286
"505",2008,"Other Del Norte County Ports",124084.274291453,40845.497533074
"506",2008,"Other Humboldt County Ports",113251.008803665,24347.6443050527
"507",2008,"Other La and Orange Cnty Ports",18083.6806878578,1666.98018883278
"508",2008,"Other Mendocino County Ports",378337.374984602,36881.9586341582
"509",2008,"Other North Puget Sound Ports",41649.6833705814,0
"510",2008,"Other Or Unknown Washington Ports",77999.1587467423,940.832054127609
"511",2008,"Other S. F. Bay and San Mateo County Ports",439531.708035124,204812.566918565
"512",2008,"Other San Diego County Ports",3534.92075789041,745.927190736527
"513",2008,"Other San Luis Obispo County Ports",133833.439074153,45632.1251484759
"514",2008,"Other Santa Barbara and Ventura County Ports",81215.3707704535,9854.07059983616
"515",2008,"Other Santa Cruz and Monterey County Ports",442287.69841299,46894.4094170603
"516",2008,"Other Sonoma and Marin County Outer Coast Ports",448258.39544596,241102.293893928
"517",2008,"Other South Puget Sound Ports",145774.506773981,0
"518",2008,"Other Washingtion Coastal Ports",153999.947422333,30455.1979963951
"519",2008,"Oxnard",75731.9834828502,7664.78387308953
"520",2008,"PSEUDO PORT CODE FOR COLUMBIA RIVER",263313.339522788,69990.9227120507
"521",2008,"Pacific City",322740.309184479,90197.8999747288
"522",2008,"Point Arena",417256.75691865,48233.3734877143
"523",2008,"Point Reyes",450676.141584969,284613.43663098
"524",2008,"Port Angeles",76095.3638069974,0
"525",2008,"Port Hueneme",75276.8799811449,7605.31938548806
"526",2008,"Port Orford",244148.897291693,29874.2795733827
"527",2008,"Port Townsend",65948.8071691417,0
"528",2008,"Princeton/Half Moon Bay",436676.346471761,181343.782458668
"529",2008,"Richmond",443578.769212428,140857.954018347
"530",2008,"Salmon River",322236.389498361,89124.8553060407
"531",2008,"San Diego",2597.15293487076,387.041576774268
"532",2008,"San Francisco",440809.168465998,179517.63322812
"533",2008,"San Pedro",20580.1777824161,1656.0184041698
"534",2008,"Santa Barbara",83995.718591824,11564.9901078601
"535",2008,"Santa Cruz",437332.18962231,71609.5463135266
"536",2008,"Sausalito",443992.647539685,217734.277089104
"537",2008,"Seattle",88743.6693958804,0
"538",2008,"Sequim",69664.0719367027,0
"539",2008,"Shelton",157636.566773574,0
"540",2008,"Siletz Bay",322167.446286788,90930.7232508911
"541",2008,"Tacoma",128788.296611062,0
"542",2008,"Terminal Island",20415.4741844948,1656.0184041698
"543",2008,"Tillamook",321063.58587177,95829.7020863877
"544",2008,"Tomales Bay",451196.140412106,259835.709511906
"545",2008,"Trinidad",113589.328719543,34219.8711849231
"546",2008,"Ventura",77418.2261415323,7819.14474530042
"547",2008,"Waldport",317299.797423483,138042.478004614
"548",2008,"Westport",188097.43304854,34305.66019156
"549",2008,"Willapa Bay",226854.9168138,50431.9343102352
"550",2008,"Willmington",20580.1777824161,1643.26814167959
"551",2008,"Winchester Bay",289984.875888261,95004.0924801074
"552",2008,"Yachats",316309.218700201,144051.352034704
"553",2009,"Alameda",74281.4173829838,18951.4134895714
"554",2009,"Albion",65378.7300082647,8791.64956761335
"555",2009,"Anacortes",8201.28926557377,0
"556",2009,"Astoria",70937.0020104454,27225.41921109
"557",2009,"Avila",64196.2497154051,35936.7852541023
"558",2009,"Bandon",89789.4390422815,16235.0034751613
"559",2009,"Bellingham",5459.30801741468,0
"560",2009,"Berkeley",74479.5821611857,19110.783925054
"561",2009,"Blaine",4900.33347241275,0
"562",2009,"Bodega Bay",75614.3227856132,26448.7102836799
"563",2009,"Bolinas",75423.3989557587,35965.1017083925
"564",2009,"Brookings",71658.7378522442,19297.6433168195
"565",2009,"Cannon Beach",84657.0849085473,30125.6451715876
"566",2009,"Coos Bay",89581.6207332694,21158.502230271
"567",2009,"Copalis Beach",48858.3030807438,8553.14251255051
"568",2009,"Crescent City",59795.6398960524,24298.3468511209
"569",2009,"Dana Point",7415.92302582175,428.403303492018
"570",2009,"Depoe Bay",96577.0232058454,21164.9009861242
"571",2009,"Eureka",49061.693055678,14477.3179737542
"572",2009,"Everett",12915.1907241719,0
"573",2009,"Fields Landing",49373.1638479319,12710.6401876419
"574",2009,"Florence",92386.9409460217,39670.199058808
"575",2009,"Fort Bragg",64072.9543102291,7966.02877271768
"576",2009,"Friday Harbor",10339.6471381763,0
"577",2009,"Gearhart - Seaside",80489.1785718987,29629.407194426
"578",2009,"Gold Beach",85779.2787160034,14492.1175573894
"579",2009,"Grays Harbor",50725.6517206486,8000.72385793971
"580",2009,"Chinook",66304.6814752123,26921.8197682906
"581",2009,"La Conner",9188.19454507744,0
"582",2009,"La Push",31477.5589853465,4419.42149114785
"583",2009,"Long Beach",13620.0476654537,869.039755251323
"584",2009,"Monterey",97715.0490997356,12513.232709532
"585",2009,"Morro Bay",67130.0733310439,30998.3249988872
"586",2009,"Moss Landing",93018.6010647515,13095.5939431456
"587",2009,"Neah Bay",16673.3718462427,2404.10244355506
"588",2009,"Nehalem Bay",89556.992956835,29237.2422942686
"589",2009,"Netarts Bay",94173.8084136638,23852.0070838869
"590",2009,"Newport",96896.756249773,27101.9844527743
"591",2009,"Newport Beach",9964.80950390368,568.888168462116
"592",2009,"OTHER OR UNKNOWN CALIFORNIA PORTS",94225.5785617209,8054.65002422262
"593",2009,"Oakland",74245.1312906664,21668.7898623862
"594",2009,"Oceanside",3397.1128783529,249.112767899782
"595",2009,"Olympia",47309.0267622153,0
"596",2009,"Other Columbia River Ports",68993.7316217569,28006.856292643
"597",2009,"Other Del Norte County Ports",59189.7917524363,24382.2451558957
"598",2009,"Other Humboldt County Ports",49165.8167684201,13607.3858278822
"599",2009,"Other La and Orange Cnty Ports",12611.1302459255,866.449672824419
"600",2009,"Other Mendocino County Ports",64565.4783207273,8560.57482768411
"601",2009,"Other North Puget Sound Ports",7058.02329743338,0
"602",2009,"Other Or Unknown Washington Ports",22256.7561329905,148.269160532627
"603",2009,"Other S. F. Bay and San Mateo County Ports",74630.2371281004,33621.9175463298
"604",2009,"Other San Diego County Ports",1957.31563269633,214.708032846342
"605",2009,"Other San Luis Obispo County Ports",68759.2637707893,28629.6861275255
"606",2009,"Other Santa Barbara and Ventura County Ports",53209.8932199303,7160.14327314948
"607",2009,"Other Santa Cruz and Monterey County Ports",91210.8337522966,13549.3055673828
"608",2009,"Other Sonoma and Marin County Outer Coast Ports",75753.0026320822,27312.7929100875
"609",2009,"Other South Puget Sound Ports",42907.0625576554,0
"610",2009,"Other Washingtion Coastal Ports",44732.1355185802,6142.84676125315
"611",2009,"Oxnard",50518.9458160874,5320.95750181311
"612",2009,"PSEUDO PORT CODE FOR COLUMBIA RIVER",69041.4278374808,27441.8772424185
"613",2009,"Pacific City",95399.885648421,19925.7596545423
"614",2009,"Point Arena",69239.3657544416,10185.3487299299
"615",2009,"Point Reyes",76396.5331173496,34988.0077472142
"616",2009,"Port Angeles",21516.3272697714,0
"617",2009,"Port Hueneme",50283.6417266737,5254.64562647466
"618",2009,"Port Orford",89889.6610718465,13032.6046348685
"619",2009,"Port Townsend",16493.2295249486,0
"620",2009,"Princeton/Half Moon Bay",74995.2882406734,35139.9943816583
"621",2009,"Richmond",74933.2867399117,20245.3891842359
"622",2009,"Salmon River",96278.4800365734,18523.0547972756
"623",2009,"San Diego",1272.402030475,107.126452759046
"624",2009,"San Francisco",74521.5376627419,28119.3263043213
"625",2009,"San Pedro",14127.9218867791,894.188884808291
"626",2009,"Santa Barbara",54570.8173250595,8537.52700941756
"627",2009,"Santa Cruz",81968.2791158424,19958.8700404148
"628",2009,"Sausalito",75061.8973619038,30241.1402939215
"629",2009,"Seattle",27588.9944104431,0
"630",2009,"Sequim",18320.4064618568,0
"631",2009,"Shelton",45650.984462163,0
"632",2009,"Siletz Bay",96827.2352568334,18543.5515202664
"633",2009,"Tacoma",39302.485225867,0
"634",2009,"Terminal Island",14030.2216416295,894.188884808291
"635",2009,"Tillamook",92402.0793320178,27066.2475415002
"636",2009,"Tomales Bay",76534.2735926082,29940.500749861
"637",2009,"Trinidad",50393.1956314694,21004.7085267682
"638",2009,"Ventura",51349.1090606454,5468.1533483639
"639",2009,"Waldport",96149.8496302011,34143.491360803
"640",2009,"Westport",51786.8654497596,11176.464910578
"641",2009,"Willapa Bay",59058.6191693598,21470.6046968789
"642",2009,"Willmington",14127.9218867791,891.904643726687
"643",2009,"Winchester Bay",87542.2376463733,32905.4420387459
"644",2009,"Yachats",95582.2327902715,37824.7268074152
"645",2010,"Alameda",331400.128127217,87249.0058029059
"646",2010,"Albion",250767.434706092,16044.102774717
"647",2010,"Anacortes",9001.57913719738,0
"648",2010,"Astoria",48429.7753566562,12811.2831836951
"649",2010,"Avila",223007.045149511,115853.016235855
"650",2010,"Bandon",67267.6822233386,10928.804427288
"651",2010,"Bellingham",6485.74898154756,0
"652",2010,"Berkeley",330313.886736768,90228.7776352856
"653",2010,"Blaine",5886.55318106423,0
"654",2010,"Bodega Bay",328905.63266692,144025.334321414
"655",2010,"Bolinas",331231.569998214,178710.541011737
"656",2010,"Brookings",56948.7130802657,14747.6733415285
"657",2010,"Cannon Beach",57440.8165655673,14957.2111120583
"658",2010,"Coos Bay",66706.9466220541,13872.5820383368
"659",2010,"Copalis Beach",31715.5795821937,7353.83689808884
"660",2010,"Crescent City",50932.0282995288,19297.5905831865
"661",2010,"Dana Point",26755.2961898424,999.441109023285
"662",2010,"Depoe Bay",62870.2591657104,17404.8081169355
"663",2010,"Eureka",51007.2510870872,15035.0246417596
"664",2010,"Everett",12068.396413802,0
"665",2010,"Fields Landing",52205.7407843271,13914.9007378065
"666",2010,"Florence",63348.0428466926,27604.1956930948
"667",2010,"Fort Bragg",222400.174193777,13843.862367464
"668",2010,"Friday Harbor",10573.9205007949,0
"669",2010,"Gearhart - Seaside",54909.1081599834,14300.3095854878
"670",2010,"Gold Beach",66114.7436073714,10668.5367406694
"671",2010,"Grays Harbor",33441.2573307189,6216.60014729132
"672",2010,"Chinook",45223.0041265262,13126.1657853761
"673",2010,"La Conner",9744.68995200487,0
"674",2010,"La Push",20532.696994912,5322.83226704658
"675",2010,"Long Beach",58616.0894757323,2334.75699798766
"676",2010,"Monterey",403775.017266429,37670.067450925
"677",2010,"Morro Bay",236267.847532094,97821.5278186976
"678",2010,"Moss Landing",394178.348124012,41802.1436022349
"679",2010,"Neah Bay",14090.6323344961,2966.28383691134
"680",2010,"Nehalem Bay",59909.0653571552,15583.7489032088
"681",2010,"Netarts Bay",62295.9881563014,15249.3309161231
"682",2010,"Newport",62955.8301869407,21537.064429883
"683",2010,"Newport Beach",35125.5971381758,1431.16961745105
"684",2010,"OTHER OR UNKNOWN CALIFORNIA PORTS",373914.984916256,22907.6066913567
"685",2010,"Oakland",330731.921342278,101074.598460461
"686",2010,"Oceanside",11640.2459883073,541.967123325366
"687",2010,"Olympia",30294.1811210064,0
"688",2010,"Other Columbia River Ports",47112.7683803675,13522.4193985585
"689",2010,"Other Del Norte County Ports",50679.9739557597,19397.6728512215
"690",2010,"Other Humboldt County Ports",51467.5986644652,14525.6130465127
"691",2010,"Other La and Orange Cnty Ports",52057.9306011074,2306.97335685337
"692",2010,"Other Mendocino County Ports",239881.547678525,14970.9745309877
"693",2010,"Other North Puget Sound Ports",8039.17340437514,0
"694",2010,"Other Or Unknown Washington Ports",16479.4222253519,189.984737654944
"695",2010,"Other S. F. Bay and San Mateo County Ports",331699.333395576,161230.062092799
"696",2010,"Other San Diego County Ports",6291.3431140962,462.676367596941
"697",2010,"Other San Luis Obispo County Ports",246457.759415731,89982.3912802504
"698",2010,"Other Santa Barbara and Ventura County Ports",192427.022455506,23394.89562125
"699",2010,"Other Santa Cruz and Monterey County Ports",390722.407618663,45918.6797535424
"700",2010,"Other Sonoma and Marin County Outer Coast Ports",329513.283803365,149019.288856431
"701",2010,"Other South Puget Sound Ports",26708.143138495,0
"702",2010,"Other Washingtion Coastal Ports",28102.5717251791,6398.74113876906
"703",2010,"Oxnard",181006.385389943,18715.0275300487
"704",2010,"PSEUDO PORT CODE FOR COLUMBIA RIVER",47125.4888359156,13094.3078819509
"705",2010,"Pacific City",62824.7424531816,14607.9816855081
"706",2010,"Point Arena",295130.157392259,31057.7803315772
"707",2010,"Point Reyes",332659.984466035,184160.131385893
"708",2010,"Port Angeles",16158.5073345673,0
"709",2010,"Port Hueneme",180054.205296781,18492.8043375211
"710",2010,"Port Orford",68546.7217354731,9426.95841309095
"711",2010,"Port Townsend",13974.7778018575,0
"712",2010,"Princeton/Half Moon Bay",335647.080118099,170154.386915997
"713",2010,"Richmond",330775.245866487,98390.659578789
"714",2010,"Salmon River",63125.0357318627,14723.3377309562
"715",2010,"San Diego",3432.52623294507,225.671299770483
"716",2010,"San Francisco",330502.479933491,133803.43147108
"717",2010,"San Pedro",61779.1401587644,2413.80964065523
"718",2010,"Santa Barbara",197179.058911461,29365.0434042389
"719",2010,"Santa Cruz",369984.718127282,81371.521692278
"720",2010,"Sausalito",331081.513540402,146897.23054502
"721",2010,"Seattle",18749.3605611532,0
"722",2010,"Sequim",14786.9769067759,0
"723",2010,"Shelton",28858.2908855452,0
"724",2010,"Siletz Bay",63259.0453939132,15281.0756763605
"725",2010,"Tacoma",24211.3945682448,0
"726",2010,"Terminal Island",61206.8971633444,2413.80964065523
"727",2010,"Tillamook",61363.4176635915,15731.8541129276
"728",2010,"Tomales Bay",332629.540642176,163100.799659851
"729",2010,"Trinidad",50322.0672196902,19506.7450451246
"730",2010,"Ventura",184585.529242907,19105.8222935195
"731",2010,"Waldport",62809.5151454704,25729.5131278797
"732",2010,"Westport",34387.2788901069,8175.12170308928
"733",2010,"Willapa Bay",40233.2254327237,11222.3012303215
"734",2010,"Willmington",61779.1401587644,2412.42604693689
"735",2010,"Winchester Bay",62774.3427621279,22656.7130662041
"736",2010,"Yachats",62859.506707615,27598.7343638711
"737",2011,"Alameda",208387.760459674,53844.0606329475
"738",2011,"Albion",148616.260225351,17471.7844147329
"739",2011,"Anacortes",4354.99094626615,0
"740",2011,"Astoria",32418.6158327118,10153.092529674
"741",2011,"Avila",92631.5805754946,39129.7472276538
"742",2011,"Bandon",51116.2717671387,9194.27207929723
"743",2011,"Bellingham",2978.5557608363,0
"744",2011,"Berkeley",208644.199802056,51165.0920338748
"745",2011,"Blaine",2683.35291775831,0
"746",2011,"Bodega Bay",207997.604167882,69802.0014623291
"747",2011,"Bolinas",210204.56045669,94926.9973856669
"748",2011,"Brookings",46584.1608407953,11888.4433523613
"749",2011,"Cannon Beach",39891.3050329003,11644.1675080451
"750",2011,"Coos Bay",50040.4965296659,11456.4069720754
"751",2011,"Copalis Beach",20809.3049271158,4149.95479734046
"752",2011,"Crescent City",42595.9720408518,14844.0285479663
"753",2011,"Dana Point",8630.95274588433,465.260594858319
"754",2011,"Depoe Bay",46418.4693074518,11062.1225281857
"755",2011,"Eureka",45752.9336126279,12636.2404360473
"756",2011,"Everett",6408.82151228994,0
"757",2011,"Fields Landing",47243.966565992,11945.8170260619
"758",2011,"Florence",48419.4883590249,21033.5356475909
"759",2011,"Fort Bragg",127348.767323474,14432.9443095734
"760",2011,"Friday Harbor",5346.77122531001,0
"761",2011,"Gearhart - Seaside",37656.9655450671,11289.0595667955
"762",2011,"Gold Beach",52668.0033910392,9450.94968217522
"763",2011,"Grays Harbor",21818.6933253074,3736.06582158303
"764",2011,"Chinook",29892.6909408031,10067.5270801598
"765",2011,"La Conner",4820.5540280918,0
"766",2011,"La Push",12915.7782350466,2419.49719607395
"767",2011,"Long Beach",16472.9289575275,971.186938591454
"768",2011,"Monterey",219302.868226489,37055.9387787909
"769",2011,"Morro Bay",102533.039390648,35187.2869010453
"770",2011,"Moss Landing",218572.592390356,39301.3474628622
"771",2011,"Neah Bay",7771.87935788711,1330.58764937812
"772",2011,"Nehalem Bay",42322.4862791842,11785.4700143556
"773",2011,"Netarts Bay",44686.0988906379,10790.1467146023
"774",2011,"Newport",46978.8626598101,14468.3291084841
"775",2011,"Newport Beach",11717.0855600249,626.580425687972
"776",2011,"OTHER OR UNKNOWN CALIFORNIA PORTS",200557.809896098,21529.5535254319
"777",2011,"Oakland",208284.550013382,60490.2068726551
"778",2011,"Oceanside",3900.97299276708,267.230935354268
"779",2011,"Olympia",20003.8246417097,0
"780",2011,"Other Columbia River Ports",31323.3457012272,10504.2497464858
"781",2011,"Other Del Norte County Ports",42416.1480607564,14911.6675299758
"782",2011,"Other Humboldt County Ports",46353.8927098984,12344.7540094707
"783",2011,"Other La and Orange Cnty Ports",15126.4835184346,966.666816392581
"784",2011,"Other Mendocino County Ports",140239.142501738,16138.2240253661
"785",2011,"Other North Puget Sound Ports",3795.14206049048,0
"786",2011,"Other Or Unknown Washington Ports",9569.35787080814,85.4270333122963
"787",2011,"Other S. F. Bay and San Mateo County Ports",209004.436990098,94892.0641383518
"788",2011,"Other San Diego County Ports",2208.14860074131,229.871554299793
"789",2011,"Other San Luis Obispo County Ports",108466.456811624,33607.691728712
"790",2011,"Other Santa Barbara and Ventura County Ports",61320.2576639296,8420.80428417691
"791",2011,"Other Santa Cruz and Monterey County Ports",218712.105438441,41053.8640457247
"792",2011,"Other Sonoma and Marin County Outer Coast Ports",208646.874564702,71604.2692811349
"793",2011,"Other South Puget Sound Ports",17876.1107884844,0
"794",2011,"Other Washingtion Coastal Ports",18721.9005553693,3200.38759733774
"795",2011,"Oxnard",56267.5444133971,6215.63720346803
"796",2011,"PSEUDO PORT CODE FOR COLUMBIA RIVER",31372.8614154045,10254.8775631562
"797",2011,"Pacific City",45448.7996163826,9624.28090499336
"798",2011,"Point Arena",177839.86197939,25940.6647914866
"799",2011,"Point Reyes",211761.50497472,90503.0244435925
"800",2011,"Port Angeles",9336.57297545643,0
"801",2011,"Port Hueneme",55867.3055671171,6134.78433467016
"802",2011,"Port Orford",53762.5586728288,8349.94087822591
"803",2011,"Port Townsend",7707.73021388675,0
"804",2011,"Princeton/Half Moon Bay",209802.77284903,105048.605419465
"805",2011,"Richmond",209409.156129865,51923.1031834365
"806",2011,"Salmon River",46061.6082127042,9275.59173549205
"807",2011,"San Diego",1418.23132650351,114.239547263034
"808",2011,"San Francisco",208733.050795498,76637.1118819036
"809",2011,"San Pedro",17149.7843545983,999.994129528144
"810",2011,"Santa Barbara",63998.265453553,10141.7867281478
"811",2011,"Santa Cruz",216272.465867025,63429.8911558331
"812",2011,"Sausalito",209647.869596699,79739.8763640625
"813",2011,"Seattle",11523.9142157443,0
"814",2011,"Sequim",8297.59879215988,0
"815",2011,"Shelton",19170.2064193366,0
"816",2011,"Siletz Bay",46475.4389141271,9511.12437702489
"817",2011,"Tacoma",16233.3710285476,0
"818",2011,"Terminal Island",17021.0432510374,999.994129528144
"819",2011,"Tillamook",43741.3819776313,11556.7313761465
"820",2011,"Tomales Bay",211757.536358439,76719.5194864098
"821",2011,"Trinidad",44150.2561760341,15463.2542982525
"822",2011,"Ventura",57750.7993326688,6393.30065406985
"823",2011,"Waldport",47231.1647586009,18324.8368667265
"824",2011,"Westport",22384.8257960226,4973.53311842697
"825",2011,"Willapa Bay",26175.8782486982,8037.28848050629
"826",2011,"Willmington",17149.7843545983,997.759980254164
"827",2011,"Winchester Bay",47539.4332498715,17833.5703625206
"828",2011,"Yachats",47485.8009075588,20168.9215035212
"829",2012,"Alameda",140171.628487692,39129.4509151445
"830",2012,"Albion",93378.7038343392,8975.73769740743
"831",2012,"Anacortes",2706.33440731565,0
"832",2012,"Astoria",19832.8571844996,6086.97286335309
"833",2012,"Avila",121751.223158463,68773.6695113714
"834",2012,"Bandon",31299.1172169953,5484.87806097622
"835",2012,"Bellingham",1874.19092354848,0
"836",2012,"Berkeley",139326.949408847,37190.1893913275
"837",2012,"Blaine",1693.70119171497,0
"838",2012,"Bodega Bay",137499.784626384,43229.4832595087
"839",2012,"Bolinas",139618.277821644,65100.5719580864
"840",2012,"Brookings",28358.8960746155,7387.41277368041
"841",2012,"Cannon Beach",24245.4351644939,7133.00075866408
"842",2012,"Coos Bay",30757.9030468953,6754.35896262115
"843",2012,"Copalis Beach",12878.9243919887,2509.0337011393
"844",2012,"Crescent City",25832.1394326806,9584.87597209355
"845",2012,"Dana Point",11228.0443400494,670.348953825061
"846",2012,"Depoe Bay",28011.49298564,6888.88542596607
"847",2012,"Eureka",26861.0997227357,7677.60272166914
"848",2012,"Everett",3932.05653352798,0
"849",2012,"Fields Landing",27526.0797844785,7144.09323258477
"850",2012,"Florence",29066.0709308801,12444.3401455709
"851",2012,"Fort Bragg",78930.6460993211,7683.01494456188
"852",2012,"Friday Harbor",3300.3569664237,0
"853",2012,"Gearhart - Seaside",22930.5013066641,6855.58517084246
"854",2012,"Gold Beach",31994.4176465824,5522.64999395176
"855",2012,"Grays Harbor",13531.7225289978,2248.00725978245
"856",2012,"Chinook",18335.0120225464,6010.54487933132
"857",2012,"La Conner",2985.93716760541,0
"858",2012,"La Push",7795.76262678165,1527.35278840514
"859",2012,"Long Beach",22326.1745131295,1144.47060883968
"860",2012,"Monterey",191791.886867795,26089.8832281981
"861",2012,"Morro Bay",129909.841132255,59451.9026541477
"862",2012,"Moss Landing",183379.647746981,27964.5208701411
"863",2012,"Neah Bay",4736.33738844167,851.329837965491
"864",2012,"Nehalem Bay",25652.6605526241,7345.20672250868
"865",2012,"Netarts Bay",26978.3199005835,6881.16005540143
"866",2012,"Newport",28396.5880866655,8810.30987729006
"867",2012,"Newport Beach",15879.4863490708,837.276609494392
"868",2012,"OTHER OR UNKNOWN CALIFORNIA PORTS",189212.279351408,15401.7398874502
"869",2012,"Oakland",139705.969714236,43574.6645208047
"870",2012,"Oceanside",4904.28879019657,401.470651050685
"871",2012,"Olympia",12342.4639470408,0
"872",2012,"Other Columbia River Ports",19183.3751881659,6283.17752172176
"873",2012,"Other Del Norte County Ports",25715.2672971681,9637.83525059648
"874",2012,"Other Humboldt County Ports",27131.8469088755,7432.40222336815
"875",2012,"Other La and Orange Cnty Ports",20351.7827808316,1154.43604188321
"876",2012,"Other Mendocino County Ports",87538.1776690861,8478.87180914523
"877",2012,"Other North Puget Sound Ports",2369.11166137281,0
"878",2012,"Other Or Unknown Washington Ports",5798.64347034201,55.6870685375763
"879",2012,"Other S. F. Bay and San Mateo County Ports",140274.617528873,66787.3440274901
"880",2012,"Other San Diego County Ports",2645.99256358802,347.104306271408
"881",2012,"Other San Luis Obispo County Ports",134563.295028272,55753.5174068748
"882",2012,"Other Santa Barbara and Ventura County Ports",99894.6094909992,11716.1177449816
"883",2012,"Other Santa Cruz and Monterey County Ports",180789.873076777,29463.0550721835
"884",2012,"Other Sonoma and Marin County Outer Coast Ports",137929.397932115,44789.6032237075
"885",2012,"Other South Puget Sound Ports",10901.331346834,0
"886",2012,"Other Washingtion Coastal Ports",11465.5912210179,1962.44628269474
"887",2012,"Oxnard",92746.0144226253,8190.0490994363
"888",2012,"PSEUDO PORT CODE FOR COLUMBIA RIVER",19212.5113520301,6136.77929758189
"889",2012,"Pacific City",27397.9231284038,6187.10983783962
"890",2012,"Point Arena",115057.515671402,12720.0677180146
"891",2012,"Point Reyes",140291.840123123,60075.8992048329
"892",2012,"Port Angeles",5662.68922120998,0
"893",2012,"Port Hueneme",92078.7625519765,8059.32109278139
"894",2012,"Port Orford",32675.6099402415,4967.23546829392
"895",2012,"Port Townsend",4700.46343320046,0
"896",2012,"Princeton/Half Moon Bay",142846.465280978,75395.2319792536
"897",2012,"Richmond",139499.557656163,37706.94868418
"898",2012,"Salmon River",27759.211362967,5940.14431232619
"899",2012,"San Diego",1701.14781947531,173.662377809857
"900",2012,"San Francisco",139449.405903849,54342.5405584712
"901",2012,"San Pedro",23411.2547091134,1171.71057173582
"902",2012,"Santa Barbara",102804.690979637,14210.5930761935
"903",2012,"Santa Cruz",167772.22170388,46249.5211309217
"904",2012,"Sausalito",139688.761252279,56224.5506686395
"905",2012,"Seattle",6972.31335332315,0
"906",2012,"Sequim",5047.84822737986,0
"907",2012,"Shelton",11773.5942444144,0
"908",2012,"Siletz Bay",28026.3305098608,6022.98979058725
"909",2012,"Tacoma",9842.10803705768,0
"910",2012,"Terminal Island",23198.1530711781,1171.71057173582
"911",2012,"Tillamook",26455.896258586,7297.40374706765
"912",2012,"Tomales Bay",140172.318981714,49797.524653694
"913",2012,"Trinidad",26202.5844273146,9920.23588365575
"914",2012,"Ventura",95138.1823613972,8474.09388965542
"915",2012,"Waldport",28539.4297004934,10978.244779588
"916",2012,"Westport",13883.3169428317,2982.75345403509
"917",2012,"Willapa Bay",16149.3431695703,4782.44167216791
"918",2012,"Willmington",23411.2547091134,1166.52200695575
"919",2012,"Winchester Bay",28730.9695193033,10526.1433008763
"920",2012,"Yachats",28655.7901247345,12017.9952316382
"921",2013,"Alameda",368429.872605699,104621.790852592
"922",2013,"Albion",241999.513260485,19477.9036015677
"923",2013,"Anacortes",12950.5991304049,0
"924",2013,"Astoria",118973.810131604,29511.0317038961
"925",2013,"Avila",196711.464664906,78224.2231576537
"926",2013,"Bandon",190494.454996424,36235.9837511684
"927",2013,"Bellingham",8878.5475737063,0
"928",2013,"Berkeley",367848.535002354,97795.2262926429
"929",2013,"Blaine",7998.45644202622,0
"930",2013,"Bodega Bay",365468.234452458,107377.317125855
"931",2013,"Bolinas",368986.363279371,178386.380519539
"932",2013,"Brookings",141000.776299258,32051.3454160372
"933",2013,"Cannon Beach",154875.790785036,35385.4356337406
"934",2013,"Coos Bay",191150.259379253,47792.0610121046
"935",2013,"Copalis Beach",64078.0078688836,12146.4822396113
"936",2013,"Crescent City",108589.139878958,36655.9628582735
"937",2013,"Dana Point",44045.490917087,1704.24609945068
"938",2013,"Depoe Bay",184570.064833967,48581.3410489071
"939",2013,"Eureka",84863.6858481766,21677.526424606
"940",2013,"Everett",18769.2650032988,0
"941",2013,"Fields Landing",85738.2375428821,19109.2262042226
